order_id,distance_km,prep_time_min,estimated_travel_time_min,hour_of_day,day_of_week,is_raining,courier_experience,actual_delivery_time_min,promised_eta_min,is_late
46062,5.86,26,8.5,16,2,0,2,33.2,34.5,0
46063,11.53,30,31.5,20,3,0,2,67.0,66.5,0
46064,10.9,8,25.3,1,6,0,2,28.7,33.3,0
46065,9.04,32,18.6,8,0,0,1,59.2,50.6,0
46066,3.76,18,6.2,16,6,1,1,33.0,24.2,0
46067,0.75,31,1.2,17,0,0,1,35.5,32.2,0
46068,5.75,28,14.3,14,3,0,0,55.4,42.3,1
46069,4.81,20,8.4,21,6,1,1,42.2,33.4,0
46070,8.27,19,18.2,21,5,0,0,47.7,42.2,0
46071,1.31,13,2.0,20,1,0,0,27.8,20.0,0
46072,11.12,22,20.0,15,4,1,1,48.0,42.0,0
46073,8.96,13,20.7,12,3,0,0,52.6,38.7,1
46074,11.67,19,28.6,18,4,1,2,58.8,52.6,0
46075,10.45,12,15.2,5,6,1,0,51.3,27.2,1
46076,5.45,11,8.3,11,5,0,0,33.0,24.3,0
46077,8.12,32,16.5,19,0,1,1,72.2,53.5,1
46078,10.22,31,24.8,2,1,0,0,62.2,55.8,0
46079,2.84,22,4.6,14,5,0,2,30.8,26.6,0
46080,0.61,24,1.4,17,3,0,0,40.9,25.4,1
46081,4.04,5,6.2,9,6,0,2,10.0,11.2,0
46082,5.53,27,8.1,7,1,0,2,32.2,35.1,0
46083,7.68,33,14.3,1,6,0,2,48.2,47.3,0
46084,3.53,33,6.3,22,5,0,1,38.8,39.3,0
46085,5.58,6,14.7,21,0,0,1,40.3,25.7,1
46086,7.96,25,14.5,21,6,0,1,53.6,44.5,0
46087,9.98,19,18.9,22,3,0,1,36.1,37.9,0
46088,3.11,6,5.5,17,4,1,2,23.1,11.5,1
46089,9.7,28,16.1,3,5,1,1,53.1,44.1,0
46090,11.3,23,22.6,4,2,0,1,53.8,45.6,0
46091,5.21,12,11.0,21,0,0,1,31.8,28.0,0
46092,6.85,20,16.2,20,4,0,1,49.2,41.2,0
46093,0.61,15,1.5,23,3,0,1,13.5,16.5,0
46094,8.67,11,13.4,4,4,0,1,29.5,24.4,0
46095,10.53,17,26.5,18,6,0,2,51.6,48.5,0
46096,0.73,22,1.9,8,1,0,0,31.8,23.9,0
46097,10.2,6,17.0,6,1,1,1,34.6,23.0,1
46098,2.21,25,3.8,8,5,0,1,37.9,28.8,0
46099,10.18,19,16.0,0,0,0,2,39.7,35.0,0
46100,6.73,21,18.2,2,3,0,1,41.1,39.2,0
46101,4.76,9,10.0,22,4,0,1,19.6,19.0,0
46102,11.32,9,24.6,18,0,1,2,47.8,38.6,0
46103,7.54,21,18.3,16,5,1,0,48.3,39.3,0
46104,0.94,24,2.3,2,4,0,1,36.9,26.3,1
46105,9.31,23,13.8,19,3,0,1,43.4,41.8,0
46106,2.6,5,6.6,8,6,0,1,18.5,11.6,0
46107,11.12,19,20.5,11,2,0,1,49.5,44.5,0
46108,2.41,9,6.6,6,0,0,2,14.7,15.6,0
46109,6.11,21,9.0,21,3,0,1,37.0,35.0,0
46110,6.51,28,17.4,10,1,0,1,46.6,45.4,0
46111,6.98,33,18.3,16,5,1,0,63.7,51.3,1
46112,6.63,19,17.4,4,0,0,1,39.6,36.4,0
46113,5.55,19,8.7,18,5,1,0,47.6,32.7,1
46114,8.7,22,15.1,17,4,0,0,42.6,37.1,0
46115,2.29,6,3.4,10,3,1,2,16.0,9.4,0
46116,9.55,15,23.4,15,2,0,1,40.4,38.4,0
46117,0.93,14,2.2,5,2,1,0,34.4,16.2,1
46118,10.18,21,20.4,20,4,0,0,54.3,46.4,0
46119,9.12,9,14.8,15,1,1,1,32.2,23.8,0
46120,9.65,6,16.8,7,2,0,1,24.6,22.8,0
46121,3.91,15,9.3,21,3,1,2,47.7,29.3,1
46122,10.27,5,16.4,4,3,0,1,23.4,21.4,0
46123,8.45,26,13.0,19,3,0,1,48.0,44.0,0
46124,11.64,32,16.7,1,0,0,0,63.6,48.7,1
46125,0.73,25,1.6,13,1,0,1,32.1,31.6,0
46126,9.59,13,18.2,22,3,0,2,27.4,31.2,0
46127,7.67,26,17.6,22,4,0,0,53.1,43.6,0
46128,11.87,29,27.6,2,0,0,2,53.2,56.6,0
46129,5.59,31,10.3,0,5,0,2,43.1,41.3,0
46130,3.72,20,10.3,19,2,0,2,42.4,35.3,0
46131,10.62,17,26.6,19,5,0,1,54.0,48.6,0
46132,4.25,7,8.3,17,5,0,0,25.5,15.3,1
46133,8.58,18,16.7,10,3,1,1,49.9,34.7,1
46134,4.32,6,7.4,2,4,0,2,16.3,13.4,0
46135,11.38,16,27.9,2,2,0,0,53.8,43.9,0
46136,6.55,6,10.2,3,2,0,0,33.6,16.2,1
46137,4.18,16,6.9,0,2,1,0,37.2,22.9,1
46138,9.96,20,24.1,9,3,0,1,54.8,44.1,1
46139,1.22,15,2.6,11,2,0,0,33.9,22.6,1
46140,1.58,15,2.3,16,3,0,0,21.3,17.3,0
46141,10.12,27,15.3,15,5,0,1,45.7,42.3,0
46142,4.22,34,10.6,8,4,0,1,49.0,44.6,0
46143,2.53,12,4.0,0,2,1,2,22.3,16.0,0
46144,7.25,8,17.9,15,0,1,0,43.3,25.9,1
46145,3.43,6,6.5,5,3,0,0,18.7,12.5,0
46146,11.85,16,19.1,21,6,1,2,49.6,40.1,0
46147,9.94,19,15.3,2,4,0,0,38.9,34.3,0
46148,10.73,5,25.8,19,6,0,0,52.0,35.8,1
46149,10.09,19,24.4,10,4,1,1,54.5,43.4,1
46150,10.69,23,17.9,11,2,0,1,50.8,45.9,0
46151,4.39,18,6.8,14,1,1,1,33.9,24.8,0
46152,8.24,7,13.3,18,5,0,1,31.8,25.3,0
46153,10.93,18,15.8,3,6,1,2,40.0,33.8,0
46154,8.39,25,23.2,1,3,0,2,47.1,48.2,0
46155,11.97,19,32.5,20,1,0,1,60.4,56.5,0
46156,10.45,26,15.0,23,4,0,0,50.9,41.0,0
46157,1.32,33,2.6,7,2,0,0,43.7,35.6,0
46158,6.27,34,10.4,5,6,1,1,50.7,44.4,0
46159,3.67,12,9.1,10,6,0,2,26.5,21.1,0
46160,10.56,11,22.0,14,3,0,2,38.9,33.0,0
46161,11.28,10,16.1,13,5,1,2,41.6,31.1,1
46162,7.02,24,11.3,0,0,0,2,34.9,35.3,0
46163,1.17,22,1.8,4,0,1,1,33.6,23.8,0
46164,4.49,14,8.7,11,5,0,1,35.1,27.7,0
46165,2.67,9,6.6,7,1,0,1,17.7,15.6,0
46166,6.59,14,9.6,8,6,0,1,31.6,23.6,0
46167,11.83,9,33.8,22,2,0,1,46.8,42.8,0
46168,4.45,30,6.7,12,4,1,1,59.0,41.7,1
46169,8.94,19,21.0,21,1,0,1,54.1,45.0,0
46170,10.06,31,14.5,8,0,0,1,56.3,45.5,1
46171,10.05,31,26.1,5,2,0,2,60.4,57.1,0
46172,2.22,13,6.2,1,3,0,1,26.9,19.2,0
46173,3.23,8,8.8,23,2,0,2,14.3,16.8,0
46174,3.07,22,6.7,18,6,0,1,34.0,33.7,0
46175,3.92,9,6.1,7,0,0,1,16.0,15.1,0
46176,1.04,27,1.9,11,4,0,1,50.0,33.9,1
46177,6.7,25,14.9,20,2,0,2,47.4,44.9,0
46178,9.02,15,20.8,8,0,0,2,38.4,35.8,0
46179,3.5,20,9.5,10,0,0,1,39.9,29.5,1
46180,7.86,9,11.7,5,6,0,1,26.9,20.7,0
46181,6.77,11,12.7,10,1,0,1,26.8,23.7,0
46182,1.64,29,2.6,11,4,1,1,53.3,36.6,1
46183,3.26,15,7.9,15,2,0,1,26.4,22.9,0
46184,3.28,20,4.8,18,0,1,2,35.5,29.8,0
46185,6.12,29,14.2,1,1,1,2,54.0,43.2,1
46186,7.72,13,18.9,11,2,1,2,39.3,36.9,0
46187,3.97,19,7.2,15,3,0,0,31.7,26.2,0
46188,1.96,5,5.1,14,1,0,1,14.8,10.1,0
46189,3.6,8,6.0,8,2,0,1,20.1,14.0,0
46190,0.96,30,1.4,9,2,1,2,41.5,31.4,1
46191,9.11,29,16.4,2,2,0,2,52.2,45.4,0
46192,8.54,18,14.1,6,6,0,0,39.6,32.1,0
46193,8.21,17,16.7,15,6,0,1,44.4,33.7,1
46194,7.6,21,14.5,3,2,1,2,47.9,35.5,1
46195,3.92,20,9.5,21,2,0,2,40.7,34.5,0
46196,1.83,9,3.7,7,2,1,0,23.6,12.7,1
46197,7.39,10,13.5,11,6,1,0,49.6,28.5,1
46198,8.92,7,19.1,23,6,0,1,37.9,26.1,1
46199,9.82,22,17.0,12,1,0,1,51.0,44.0,0
46200,8.86,15,17.5,23,6,1,2,42.2,32.5,0
46201,8.07,22,14.8,11,4,0,1,49.8,41.8,0
46202,9.98,11,27.8,14,4,0,2,40.7,38.8,0
46203,9.26,15,14.1,8,1,0,2,35.2,29.1,0
46204,11.37,6,28.3,15,5,0,2,34.3,34.3,0
46205,0.57,17,0.9,21,0,0,2,21.9,22.9,0
46206,2.19,10,3.6,11,5,0,0,34.8,18.6,1
46207,7.17,33,13.9,23,1,0,0,55.8,46.9,0
46208,5.11,24,13.7,21,1,0,1,55.5,42.7,1
46209,4.42,21,8.1,12,5,1,1,45.9,34.1,1
46210,9.08,12,22.2,5,5,0,0,45.4,34.2,1
46211,6.66,14,10.4,1,5,0,2,20.7,24.4,0
46212,6.55,33,12.2,2,3,1,2,57.9,45.2,1
46213,1.07,10,2.1,13,4,0,1,29.5,17.1,1
46214,5.8,32,9.8,11,3,0,2,56.5,46.8,0
46215,7.49,31,10.7,10,1,0,2,40.3,41.7,0
46216,3.72,15,7.0,3,4,0,1,29.0,22.0,0
46217,3.25,10,4.9,8,4,0,2,17.0,14.9,0
46218,6.83,28,19.0,22,4,1,1,63.3,47.0,1
46219,10.99,31,20.7,16,5,1,2,58.7,51.7,0
46220,1.84,10,4.5,23,6,1,1,23.1,14.5,0
46221,4.05,32,6.3,17,6,0,2,39.9,38.3,0
46222,1.17,18,2.5,14,4,1,2,29.7,20.5,0
46223,4.24,27,8.1,21,6,1,1,59.5,40.1,1
46224,8.49,17,13.2,10,4,0,1,37.1,30.2,0
46225,4.16,26,6.1,23,2,0,1,36.2,32.1,0
46226,5.08,31,12.5,23,5,0,0,56.0,43.5,1
46227,11.26,11,26.7,15,6,0,1,44.1,37.7,0
46228,4.49,17,7.8,2,5,1,2,34.7,24.8,0
46229,6.7,21,10.0,5,3,0,1,38.5,31.0,0
46230,11.24,9,24.9,8,2,0,1,33.7,33.9,0
46231,6.35,8,12.9,9,5,0,1,25.5,20.9,0
46232,2.46,25,6.0,15,3,0,1,36.9,31.0,0
46233,2.15,29,3.2,11,1,0,1,38.0,37.2,0
46234,10.84,24,16.8,12,3,1,0,70.8,45.8,1
46235,10.68,22,19.2,12,2,0,0,58.1,46.2,1
46236,3.39,14,8.5,4,5,0,1,29.8,22.5,0
46237,7.67,31,13.6,4,2,0,2,52.7,44.6,0
46238,2.42,27,4.4,10,5,0,1,34.8,31.4,0
46239,3.16,19,6.5,15,3,0,1,33.9,25.5,0
46240,11.09,24,26.8,0,3,0,0,55.8,50.8,0
46241,5.12,28,7.4,5,3,0,1,37.8,35.4,0
46242,2.9,9,5.3,18,5,0,1,20.3,19.3,0
46243,6.53,21,12.5,6,1,0,2,36.5,33.5,0
46244,10.29,11,24.6,21,5,0,2,42.8,40.6,0
46245,10.08,15,16.2,1,3,0,0,39.3,31.2,0
46246,8.11,24,11.8,22,4,0,1,42.7,35.8,0
46247,9.85,29,15.0,9,4,1,1,57.8,44.0,1
46248,9.46,23,14.3,16,1,1,1,50.9,37.3,1
46249,11.58,32,25.5,13,1,0,1,74.8,62.5,1
46250,8.04,6,19.0,16,2,0,1,29.4,25.0,0
46251,7.38,11,11.4,17,6,0,0,29.6,22.4,0
46252,10.92,12,26.4,19,4,0,1,48.4,43.4,0
46253,4.66,26,11.7,1,5,1,1,43.7,37.7,0
46254,6.17,7,12.5,10,2,1,2,27.5,19.5,0
46255,10.38,11,15.3,13,0,0,1,36.3,31.3,0
46256,11.76,34,17.8,18,4,0,1,70.2,56.8,1
46257,5.34,16,11.4,21,4,0,0,43.1,32.4,1
46258,7.28,19,13.5,10,5,0,1,35.1,32.5,0
46259,10.13,32,22.3,14,2,0,1,53.1,54.3,0
46260,6.47,20,11.4,17,5,0,1,35.7,31.4,0
46261,5.15,11,10.8,21,3,0,2,24.3,26.8,0
46262,1.25,9,2.4,17,3,1,1,20.3,11.4,0
46263,2.94,14,4.4,14,3,0,2,20.4,18.4,0
46264,4.31,19,6.5,4,3,0,2,25.7,25.5,0
46265,5.12,23,10.4,2,3,0,2,35.1,33.4,0
46266,9.43,33,18.8,9,2,1,0,64.9,51.8,1
46267,2.42,18,5.2,6,3,0,2,24.0,23.2,0
46268,1.33,30,2.4,0,4,0,0,44.2,32.4,1
46269,7.26,5,10.8,5,1,0,2,15.2,15.8,0
46270,0.59,19,1.6,20,5,1,1,34.0,25.6,0
46271,11.2,16,23.5,18,4,0,1,53.5,44.5,0
46272,3.44,31,4.9,7,0,0,2,34.0,35.9,0
46273,10.09,33,24.3,6,5,0,1,64.3,57.3,0
46274,4.86,17,8.3,6,6,0,0,30.9,25.3,0
46275,11.99,33,30.4,21,3,1,1,81.9,68.4,1
46276,6.26,23,14.6,16,3,1,2,51.1,37.6,1
46277,11.57,17,17.5,4,4,0,1,36.4,34.5,0
46278,5.89,16,9.6,18,5,1,1,48.4,30.6,1
46279,8.71,5,12.6,21,4,0,1,27.9,22.6,0
46280,1.23,25,2.8,9,1,0,1,24.4,27.8,0
46281,5.62,16,11.5,3,6,0,1,31.9,27.5,0
46282,3.61,26,7.7,2,4,0,0,47.9,33.7,1
46283,9.62,16,21.4,21,3,1,1,55.4,42.4,1
46284,6.62,8,9.9,12,2,0,1,32.7,22.9,0
46285,7.86,32,20.2,4,5,0,1,52.7,52.2,0
46286,3.42,31,5.0,14,6,0,2,42.3,36.0,0
46287,1.84,14,4.8,16,5,0,0,27.1,18.8,0
46288,8.33,12,13.4,23,6,0,0,38.3,25.4,1
46289,5.59,22,15.3,0,4,0,2,36.4,37.3,0
46290,5.3,27,11.5,4,3,0,0,37.4,38.5,0
46291,11.59,19,22.6,15,4,0,0,51.4,41.6,0
46292,1.86,33,4.9,22,0,0,1,43.0,37.9,0
46293,7.9,20,20.1,8,2,1,0,54.0,40.1,1
46294,1.19,13,2.1,11,4,1,2,26.6,20.1,0
46295,8.38,26,21.5,0,3,0,1,51.1,47.5,0
46296,6.94,34,10.3,16,5,1,1,61.1,44.3,1
46297,8.86,25,21.8,1,4,0,0,62.0,46.8,1
46298,9.13,28,15.1,8,1,1,2,52.7,43.1,0
46299,2.02,34,3.2,15,2,1,2,42.7,37.2,0
46300,3.66,27,7.6,9,2,0,0,36.0,34.6,0
46301,3.4,30,5.0,13,3,0,1,39.0,40.0,0
46302,7.49,8,15.1,16,2,0,2,26.4,23.1,0
46303,3.47,10,7.6,2,3,0,0,17.8,17.6,0
46304,6.43,18,10.7,15,3,0,1,34.5,28.7,0
46305,5.58,28,11.9,14,5,0,1,42.5,39.9,0
46306,7.24,19,11.9,6,0,0,1,34.7,30.9,0
46307,4.54,30,10.5,5,3,0,1,45.4,40.5,0
46308,11.14,31,25.7,15,6,0,1,60.9,56.7,0
46309,11.6,14,24.4,14,2,0,2,34.3,38.4,0
46310,4.54,19,7.8,23,4,0,2,22.2,26.8,0
46311,11.01,27,16.3,3,5,0,2,43.6,43.3,0
46312,9.62,16,15.5,4,5,0,2,33.1,31.5,0
46313,3.1,6,6.5,14,6,0,1,24.1,12.5,1
46314,6.97,17,14.0,11,3,0,0,45.1,36.0,0
46315,4.84,27,9.1,5,6,1,1,50.4,36.1,1
46316,9.71,33,25.9,4,4,0,1,65.2,58.9,0
46317,10.78,11,20.6,10,1,0,0,41.7,31.6,1
46318,7.66,23,14.9,5,0,0,0,51.1,37.9,1
46319,7.75,23,13.8,11,2,0,1,51.7,41.8,0
46320,8.79,19,13.7,5,4,0,1,36.9,32.7,0
46321,6.19,31,9.2,7,2,1,1,53.3,40.2,1
46322,5.91,27,9.0,13,4,0,1,51.6,41.0,1
46323,6.98,6,12.9,19,2,0,1,36.1,23.9,1
46324,9.91,13,14.6,5,2,0,1,34.6,27.6,0
46325,7.95,5,11.5,23,4,1,1,25.1,16.5,0
46326,2.16,30,5.6,10,1,0,2,37.7,35.6,0
46327,2.11,20,5.3,19,4,0,1,41.3,30.3,1
46328,5.28,23,9.4,19,1,0,1,43.8,37.4,0
46329,8.08,11,12.8,10,6,0,1,28.0,23.8,0
46330,5.0,12,8.9,21,4,0,1,29.9,25.9,0
46331,4.89,12,9.4,9,2,0,0,30.4,21.4,0
46332,10.8,7,19.0,14,4,0,2,27.0,26.0,0
46333,10.48,17,23.0,5,3,0,1,42.9,40.0,0
46334,5.97,20,10.0,8,0,0,2,28.2,30.0,0
46335,8.76,26,13.0,0,1,1,2,43.7,39.0,0
46336,5.7,27,8.4,10,2,0,1,38.5,35.4,0
46337,7.44,16,11.7,20,5,0,1,41.2,32.7,0
46338,3.66,14,6.5,4,5,0,0,31.6,20.5,1
46339,6.22,5,12.9,6,6,0,1,22.2,17.9,0
46340,7.89,33,15.0,4,4,0,2,46.3,48.0,0
46341,5.58,10,12.6,23,5,1,2,30.7,22.6,0
46342,9.23,21,16.8,2,5,0,1,47.4,37.8,0
46343,3.57,22,5.3,14,3,0,1,24.5,27.3,0
46344,0.65,30,1.2,3,3,0,1,36.5,31.2,0
46345,11.01,8,20.9,10,2,0,2,35.3,28.9,0
46346,4.65,8,8.8,6,4,1,1,30.1,16.8,1
46347,3.4,34,9.3,11,3,0,2,48.3,48.3,0
46348,5.97,21,10.5,12,2,0,1,46.9,36.5,1
46349,3.37,10,6.4,0,4,1,2,21.5,16.4,0
46350,8.93,34,14.8,6,3,0,1,56.5,48.8,0
46351,4.03,26,9.2,15,6,0,2,40.3,35.2,0
46352,11.9,18,23.9,19,0,0,1,60.8,46.9,1
46353,3.68,11,5.9,2,3,0,1,19.4,16.9,0
46354,4.66,28,9.2,4,6,1,1,49.1,37.2,1
46355,6.69,28,9.9,23,2,0,1,43.0,37.9,0
46356,0.54,26,1.0,22,2,0,2,21.6,27.0,0
46357,0.55,27,0.9,18,6,0,0,48.0,32.9,1
46358,3.19,15,8.2,7,5,0,2,26.3,23.2,0
46359,1.44,29,2.9,5,1,1,1,48.0,31.9,1
46360,9.24,29,20.6,16,1,0,0,52.5,49.6,0
46361,10.53,7,27.1,21,6,0,0,54.3,39.1,1
46362,5.25,18,8.4,21,3,0,2,32.5,31.4,0
46363,6.44,30,9.9,14,6,0,0,50.4,39.9,1
46364,7.55,16,11.7,2,4,0,1,35.8,27.7,0
46365,1.59,15,3.5,5,0,0,2,25.5,18.5,0
46366,5.9,24,15.6,1,6,0,1,47.0,39.6,0
46367,11.53,7,21.0,16,4,1,2,42.2,28.0,1
46368,2.89,11,4.3,11,1,0,1,23.6,20.3,0
46369,1.47,10,2.8,5,6,0,2,18.0,12.8,0
46370,3.73,32,6.2,1,4,1,0,49.7,38.2,1
46371,6.8,12,11.2,12,6,0,1,39.3,28.2,1
46372,10.49,7,20.2,10,3,0,1,27.1,27.2,0
46373,4.58,20,7.9,13,6,1,0,50.0,32.9,1
46374,4.47,31,7.0,18,5,0,2,47.5,43.0,0
46375,4.45,6,11.3,5,2,1,0,31.8,17.3,1
46376,10.17,21,22.6,19,2,1,1,69.9,48.6,1
46377,5.9,34,10.6,18,4,0,2,52.6,49.6,0
46378,4.31,25,8.0,11,4,1,0,56.1,38.0,1
46379,2.53,22,5.0,18,5,1,1,46.9,32.0,1
46380,1.94,33,4.1,12,4,1,1,55.0,42.1,1
46381,11.7,6,19.0,13,4,0,0,40.8,30.0,1
46382,6.09,33,10.2,0,5,0,1,44.5,43.2,0
46383,1.33,10,3.1,8,0,0,0,22.6,13.1,0
46384,10.92,30,16.5,9,0,0,0,52.2,46.5,0
46385,11.47,27,16.6,9,5,0,1,43.9,43.6,0
46386,3.23,27,6.1,1,5,0,1,30.2,33.1,0
46387,4.13,17,6.7,4,4,1,1,36.1,23.7,1
46388,11.55,22,19.4,17,3,1,1,56.1,41.4,1
46389,0.68,21,1.8,12,2,1,1,43.6,27.8,1
46390,4.23,11,6.7,15,4,0,1,20.3,17.7,0
46391,5.45,34,12.6,12,1,0,0,59.7,51.6,0
46392,9.36,18,22.6,20,6,0,1,54.6,45.6,0
46393,4.73,27,13.3,2,0,1,1,47.5,40.3,0
46394,4.39,22,9.8,9,0,1,2,44.4,31.8,1
46395,8.89,7,18.8,11,1,0,0,45.6,30.8,1
46396,10.27,12,21.1,23,2,1,0,52.1,33.1,1
46397,1.57,34,3.0,0,1,0,1,43.3,37.0,0
46398,2.14,23,4.1,16,5,1,0,40.6,27.1,1
46399,8.09,15,16.7,6,6,0,0,44.3,31.7,1
46400,4.11,21,7.3,9,6,1,0,37.7,28.3,0
46401,8.19,20,12.7,11,4,0,1,45.1,37.7,0
46402,2.5,26,6.8,15,5,0,2,32.7,32.8,0
46403,9.75,32,18.7,17,5,0,2,49.2,50.7,0
46404,4.2,23,11.8,21,5,0,0,54.9,39.8,1
46405,4.35,9,8.3,8,0,0,1,22.9,17.3,0
46406,2.56,30,7.0,11,0,0,1,45.6,42.0,0
46407,2.93,9,6.6,15,5,0,0,21.8,15.6,0
46408,7.38,17,16.2,0,1,0,2,32.7,33.2,0
46409,7.19,11,14.6,11,1,1,1,48.1,30.6,1
46410,9.98,22,14.3,1,6,1,1,53.3,36.3,1
46411,7.75,33,12.7,9,5,0,2,48.7,45.7,0
46412,5.42,23,8.4,18,6,0,0,45.9,36.4,0
46413,9.74,5,14.5,20,3,0,0,38.0,24.5,1
46414,0.69,15,1.5,10,1,0,0,20.7,16.5,0
46415,8.57,12,22.9,8,2,1,1,51.0,34.9,1
46416,6.75,24,15.5,22,6,0,0,45.7,39.5,0
46417,3.04,16,4.5,10,5,0,1,22.3,20.5,0
46418,7.83,14,12.9,14,0,1,0,42.3,26.9,1
46419,11.85,33,21.1,14,0,1,2,61.5,54.1,0
46420,4.48,28,6.5,19,1,0,1,49.4,39.5,0
46421,7.84,21,15.6,23,2,0,2,35.9,36.6,0
46422,5.55,32,8.8,20,5,0,2,51.0,45.8,0
46423,5.01,26,9.4,14,6,0,2,40.3,35.4,0
46424,4.03,12,6.3,11,6,0,1,33.0,23.3,0
46425,3.13,15,4.8,12,0,0,1,28.7,24.8,0
46426,3.21,22,8.2,1,6,1,2,36.5,30.2,0
46427,9.4,15,18.8,6,1,1,1,45.5,33.8,1
46428,4.22,30,8.9,2,0,0,1,45.8,38.9,0
46429,6.59,17,11.4,18,1,0,1,44.2,33.4,1
46430,2.96,22,6.0,13,4,0,2,42.8,33.0,0
46431,2.94,6,4.8,17,4,1,1,23.7,10.8,1
46432,7.25,17,15.0,1,3,0,0,40.6,32.0,0
46433,7.2,14,15.1,0,3,0,1,38.8,29.1,0
46434,6.31,25,14.3,19,3,1,1,57.8,44.3,1
46435,8.47,31,16.4,19,4,0,2,55.3,52.4,0
46436,7.83,17,13.8,1,4,0,0,41.5,30.8,1
46437,2.8,5,4.9,21,0,1,2,26.1,14.9,1
46438,1.14,19,2.2,11,6,0,1,23.1,26.2,0
46439,3.6,17,5.5,12,0,0,1,35.0,27.5,0
46440,5.46,34,12.6,18,6,1,1,65.3,51.6,1
46441,2.9,9,6.3,21,6,0,1,19.0,20.3,0
46442,6.05,16,11.7,22,3,0,2,24.5,27.7,0
46443,0.92,6,1.8,18,2,0,2,15.4,12.8,0
46444,5.99,32,10.7,17,4,0,1,49.3,42.7,0
46445,4.54,28,10.7,19,0,0,1,47.9,43.7,0
46446,11.53,27,26.5,18,5,0,2,67.6,58.5,0
46447,10.58,23,18.3,0,2,1,2,42.3,41.3,0
46448,11.44,17,16.8,14,5,1,2,38.6,33.8,0
46449,8.08,28,13.3,16,3,0,2,42.3,41.3,0
46450,11.68,32,19.5,13,5,0,1,61.0,56.5,0
46451,2.68,10,5.3,1,1,0,1,30.8,15.3,1
46452,6.62,9,15.6,20,0,1,1,47.3,29.6,1
46453,9.05,24,15.5,10,6,0,0,48.1,39.5,0
46454,6.05,33,9.7,14,4,0,1,50.5,42.7,0
46455,2.96,24,6.6,6,2,1,1,47.5,30.6,1
46456,8.02,26,21.2,15,5,0,1,50.5,47.2,0
46457,11.67,14,17.0,0,0,0,1,35.2,31.0,0
46458,6.52,21,9.8,18,1,0,1,46.3,35.8,1
46459,3.35,9,5.1,16,3,0,2,16.2,14.1,0
46460,0.97,18,2.0,19,4,0,0,35.6,25.0,1
46461,1.7,31,3.3,11,1,0,0,52.1,39.3,1
46462,9.44,32,21.8,0,0,0,1,51.9,53.8,0
46463,6.08,22,10.3,3,2,0,1,35.3,32.3,0
46464,2.9,29,4.2,17,4,0,1,36.2,33.2,0
46465,10.39,18,26.2,13,4,0,0,64.2,49.2,1
46466,5.51,21,9.8,3,3,0,1,31.5,30.8,0
46467,9.65,15,18.6,0,0,0,2,33.8,33.6,0
46468,9.83,29,27.4,2,4,0,1,54.7,56.4,0
46469,8.76,6,18.5,3,0,0,1,34.4,24.5,0
46470,11.68,21,18.0,8,2,0,1,39.0,39.0,0
46471,10.81,14,24.4,9,2,0,2,39.8,38.4,0
46472,1.94,26,2.8,14,2,1,2,29.5,28.8,0
46473,4.45,20,7.1,5,4,1,1,41.6,27.1,1
46474,11.47,24,26.0,17,1,0,1,54.2,50.0,0
46475,8.04,26,20.1,10,6,0,1,50.1,46.1,0
46476,5.6,10,13.1,23,2,0,1,25.8,23.1,0
46477,10.41,28,16.5,12,5,1,0,71.1,49.5,1
46478,7.85,11,18.0,18,1,1,0,44.0,34.0,0
46479,4.76,24,10.4,8,1,1,0,47.7,34.4,1
46480,3.62,26,9.2,7,5,0,1,41.0,35.2,0
46481,10.29,8,17.3,0,6,1,1,39.4,25.3,1
46482,10.24,13,19.9,18,3,0,2,40.6,37.9,0
46483,11.06,11,18.2,17,5,0,1,33.9,29.2,0
46484,9.52,31,20.2,16,0,0,1,56.3,51.2,0
46485,2.62,14,4.0,4,0,0,0,23.2,18.0,0
46486,4.97,20,9.8,20,5,0,0,47.2,34.8,1
46487,4.27,17,7.7,7,5,0,2,27.8,24.7,0
46488,3.47,9,6.7,13,6,1,2,29.3,20.7,0
46489,9.64,10,26.5,1,0,0,2,35.8,36.5,0
46490,1.93,27,4.9,6,4,1,1,39.3,31.9,0
46491,6.01,16,12.3,12,1,0,1,34.5,33.3,0
46492,10.45,27,29.3,0,1,1,2,69.3,56.3,1
46493,9.57,29,13.8,20,0,0,1,56.8,47.8,0
46494,3.57,24,6.0,14,5,1,1,41.1,30.0,1
46495,0.91,10,1.5,20,5,0,1,29.5,16.5,1
46496,5.26,32,14.1,9,5,0,1,52.9,46.1,0
46497,7.33,23,12.0,10,6,0,2,29.4,35.0,0
46498,10.33,27,21.8,15,4,0,1,51.5,48.8,0
46499,6.58,32,11.4,20,5,0,1,55.1,48.4,0
46500,3.56,28,6.6,3,3,0,2,34.5,34.6,0
46501,8.44,19,17.3,12,1,0,1,52.5,41.3,1
46502,5.12,20,7.4,4,4,0,1,32.2,27.4,0
46503,9.99,5,15.8,12,4,0,1,37.9,25.8,1
46504,0.77,27,1.5,5,2,0,2,34.7,28.5,0
46505,5.32,11,8.1,19,3,1,1,39.7,24.1,1
46506,5.35,17,11.1,3,5,1,0,39.5,28.1,1
46507,7.26,19,18.1,6,3,0,2,37.9,37.1,0
46508,4.62,18,11.2,18,5,0,2,32.9,34.2,0
46509,5.13,33,9.8,0,1,0,1,41.0,42.8,0
46510,8.95,23,20.8,9,0,0,1,49.0,43.8,0
